2, 2, 2, 0, 0.019000 
2, 2, 2, 0, 0.014000 
2, 2, 2, 0, 0.015000 
4, 4, 4, 0, 0.011000 
4, 4, 4, 0, 0.012000 
4, 4, 4, 0, 0.011000 
8, 8, 8, 0, 0.011000 
8, 8, 8, 0, 0.011000 
8, 8, 8, 0, 0.014000 
16, 16, 16, 0, 0.016000 
16, 16, 16, 0, 0.016000 
16, 16, 16, 0, 0.020000 
32, 32, 32, 0, 0.029000 
32, 32, 32, 0, 0.033000 
32, 32, 32, 0, 0.027000 
64, 64, 64, 0, 0.095000 
64, 64, 64, 0, 0.097000 
64, 64, 64, 0, 0.085000 
128, 128, 128, 0, 0.428000 
128, 128, 128, 0, 0.416000 
128, 128, 128, 0, 0.485000 
256, 256, 256, 0, 2.248000 
256, 256, 256, 0, 2.501000 
256, 256, 256, 0, 2.305000 
512, 512, 512, 0, 17.260000 
512, 512, 512, 0, 17.163000 
512, 512, 512, 0, 23.304000 
1024, 1024, 1024, 0, 149.363000 
1024, 1024, 1024, 0, 133.283000 
1024, 1024, 1024, 0, 132.877000 
2048, 2048, 2048, 0, 1007.173000 
2048, 2048, 2048, 0, 991.077000 
2048, 2048, 2048, 0, 994.770000 
4096, 4096, 4096, 0, 6996.607000 
4096, 4096, 4096, 0, 6665.408000 
4096, 4096, 4096, 0, 6669.486000 
8192, 8192, 8192, 0, 57561.759000 
8192, 8192, 8192, 0, 47799.809000 
8192, 8192, 8192, 0, 46273.483000 
