32, 32, 32, 327.000000 
64, 64, 64, 638.500000 
128, 128, 128, 3065.750000 
256, 256, 256, 23419.500000 
512, 512, 512, 246819.750000 
1024, 1024, 1024, 4792329.250000
2048, 2048, 2048, 77830264.000000 
