2, 2, 2, 0, 0.000000 
2, 2, 2, 0, 0.001000 
2, 2, 2, 0, 0.000000 
4, 4, 4, 0, 0.005000 
4, 4, 4, 0, 0.003000 
4, 4, 4, 0, 0.004000 
8, 8, 8, 0, 0.011000 
8, 8, 8, 0, 0.011000 
8, 8, 8, 0, 0.012000 
16, 16, 16, 0, 0.058000 
16, 16, 16, 0, 0.057000 
16, 16, 16, 0, 0.055000 
32, 32, 32, 0, 0.594000 
32, 32, 32, 0, 0.361000 
32, 32, 32, 0, 0.478000 
64, 64, 64, 0, 2.400000 
64, 64, 64, 0, 2.399000 
64, 64, 64, 0, 2.357000 
128, 128, 128, 0, 16.933000 
128, 128, 128, 0, 16.568000 
128, 128, 128, 0, 15.953000 
256, 256, 256, 0, 119.849000 
256, 256, 256, 0, 115.387000 
256, 256, 256, 0, 115.188000 
512, 512, 512, 0, 834.158000 
512, 512, 512, 0, 800.613000 
512, 512, 512, 0, 802.306000 
1024, 1024, 1024, 0, 5613.000000 
1024, 1024, 1024, 0, 5735.071000 
1024, 1024, 1024, 0, 5556.483000 
2048, 2048, 2048, 0, 38758.691000 
2048, 2048, 2048, 0, 38562.546000 
2048, 2048, 2048, 0, 38472.820000 
4096, 4096, 4096, 0, 272481.767000 
4096, 4096, 4096, 0, 311490.265000 
4096, 4096, 4096, 0, 279745.647000 
2, 2, 2, 0, 0.000000 
2, 2, 2, 0, 0.001000 
2, 2, 2, 0, 0.000000 
4, 4, 4, 0, 0.004000 
4, 4, 4, 0, 0.004000 
4, 4, 4, 0, 0.003000 
8, 8, 8, 0, 0.012000 
8, 8, 8, 0, 0.017000 
8, 8, 8, 0, 0.012000 
16, 16, 16, 0, 0.117000 
16, 16, 16, 0, 0.054000 
16, 16, 16, 0, 0.061000 
32, 32, 32, 0, 0.360000 
32, 32, 32, 0, 0.360000 
32, 32, 32, 0, 0.360000 
64, 64, 64, 0, 2.452000 
64, 64, 64, 0, 2.775000 
64, 64, 64, 0, 2.243000 
128, 128, 128, 0, 16.638000 
128, 128, 128, 0, 16.115000 
128, 128, 128, 0, 17.057000 
256, 256, 256, 0, 115.932000 
256, 256, 256, 0, 115.393000 
256, 256, 256, 0, 113.955000 
4096, 4096, 4096, 0, 283331.378000 
4096, 4096, 4096, 0, 274847.947000 
4096, 4096, 4096, 0, 278360.347000 
