2, 2, 2, 0, 0.015000 
2, 2, 2, 0, 0.012000 
2, 2, 2, 0, 0.013000 
4, 4, 4, 0, 0.011000 
4, 4, 4, 0, 0.011000 
4, 4, 4, 0, 0.010000 
8, 8, 8, 0, 0.019000 
8, 8, 8, 0, 0.020000 
8, 8, 8, 0, 0.022000 
16, 16, 16, 0, 0.021000 
16, 16, 16, 0, 0.013000 
16, 16, 16, 0, 0.014000 
32, 32, 32, 0, 0.025000 
32, 32, 32, 0, 0.026000 
32, 32, 32, 0, 0.025000 
64, 64, 64, 0, 0.094000 
64, 64, 64, 0, 0.088000 
64, 64, 64, 0, 0.085000 
128, 128, 128, 0, 0.419000 
128, 128, 128, 0, 0.426000 
128, 128, 128, 0, 0.415000 
256, 256, 256, 0, 2.321000 
256, 256, 256, 0, 2.297000 
256, 256, 256, 0, 2.259000 
512, 512, 512, 0, 16.619000 
512, 512, 512, 0, 16.684000 
512, 512, 512, 0, 17.289000 
1024, 1024, 1024, 0, 145.537000 
1024, 1024, 1024, 0, 129.136000 
1024, 1024, 1024, 0, 129.488000 
2048, 2048, 2048, 0, 1042.958000 
2048, 2048, 2048, 0, 1067.280000 
2048, 2048, 2048, 0, 1129.014000 
4096, 4096, 4096, 0, 8148.868000 
4096, 4096, 4096, 0, 7995.493000 
4096, 4096, 4096, 0, 8020.404000 
8192, 8192, 8192, 0, 63703.902000
