32, 32, 32, 303.000000 
64, 64, 64, 411.000000 
128, 128, 128, 757.750000 
256, 256, 256, 2788.500000 
512, 512, 512, 17960.250000 
1024, 1024, 1024, 130743.250000
2048, 2048, 2048, 1009373.000000 
