128, 128, 128, 864.000000 
256, 256, 256, 1986.250000 
512, 512, 512, 11916.500000 
1024, 1024, 1024, 83082.750000 
2048, 2048, 2048, 604415.500000 
4096, 4096, 4096, 4735502.000000 
