256, 256, 256, 0, 2.379000 
256, 256, 256, 0, 2.232000 
256, 256, 256, 0, 2.868000 
264, 264, 264, 0, 3.519000 
264, 264, 264, 0, 3.723000 
264, 264, 264, 0, 4.094000 
272, 272, 272, 0, 4.008000 
272, 272, 272, 0, 3.975000 
272, 272, 272, 0, 4.127000 
280, 280, 280, 0, 4.592000 
280, 280, 280, 0, 4.437000 
280, 280, 280, 0, 4.918000 
288, 288, 288, 0, 3.332000 
288, 288, 288, 0, 3.183000 
288, 288, 288, 0, 3.294000 
296, 296, 296, 0, 3.713000 
296, 296, 296, 0, 3.670000 
296, 296, 296, 0, 3.710000 
304, 304, 304, 0, 4.013000 
304, 304, 304, 0, 3.968000 
304, 304, 304, 0, 3.990000 
312, 312, 312, 0, 6.175000 
312, 312, 312, 0, 4.450000 
312, 312, 312, 0, 4.362000 
320, 320, 320, 0, 5.032000 
320, 320, 320, 0, 4.829000 
320, 320, 320, 0, 4.848000 
328, 328, 328, 0, 5.249000 
328, 328, 328, 0, 5.271000 
328, 328, 328, 0, 5.306000 
336, 336, 336, 0, 5.834000 
336, 336, 336, 0, 5.778000 
336, 336, 336, 0, 5.765000 
344, 344, 344, 0, 6.976000 
344, 344, 344, 0, 6.371000 
344, 344, 344, 0, 6.241000 
352, 352, 352, 0, 6.926000 
352, 352, 352, 0, 6.932000 
352, 352, 352, 0, 6.967000 
360, 360, 360, 0, 7.479000 
360, 360, 360, 0, 7.584000 
360, 360, 360, 0, 7.514000 
368, 368, 368, 0, 8.375000 
368, 368, 368, 0, 8.386000 
368, 368, 368, 0, 8.389000 
376, 376, 376, 0, 9.145000 
376, 376, 376, 0, 9.277000 
376, 376, 376, 0, 9.099000 
384, 384, 384, 0, 7.461000 
384, 384, 384, 0, 7.659000 
384, 384, 384, 0, 7.542000 
392, 392, 392, 0, 8.268000 
392, 392, 392, 0, 8.203000 
392, 392, 392, 0, 8.256000 
400, 400, 400, 0, 8.856000 
400, 400, 400, 0, 8.687000 
400, 400, 400, 0, 8.700000 
408, 408, 408, 0, 9.252000 
408, 408, 408, 0, 9.303000 
