2, 2, 2, 0, 0.001000 
2, 2, 2, 0, 0.001000 
2, 2, 2, 0, 0.000000 
2, 2, 2, 0, 0.001000 
2, 2, 2, 0, 0.000000 
4, 4, 4, 0, 0.004000 
4, 4, 4, 0, 0.004000 
4, 4, 4, 0, 0.004000 
4, 4, 4, 0, 0.005000 
4, 4, 4, 0, 0.004000 
8, 8, 8, 0, 0.016000 
8, 8, 8, 0, 0.017000 
8, 8, 8, 0, 0.016000 
8, 8, 8, 0, 0.015000 
8, 8, 8, 0, 0.015000 
16, 16, 16, 0, 0.118000 
16, 16, 16, 0, 0.098000 
16, 16, 16, 0, 0.095000 
16, 16, 16, 0, 0.095000 
16, 16, 16, 0, 0.100000 
32, 32, 32, 0, 0.652000 
32, 32, 32, 0, 0.649000 
32, 32, 32, 0, 0.625000 
32, 32, 32, 0, 0.672000 
32, 32, 32, 0, 0.642000 
64, 64, 64, 0, 4.189000 
64, 64, 64, 0, 4.600000 
64, 64, 64, 0, 4.374000 
64, 64, 64, 0, 4.286000 
64, 64, 64, 0, 4.546000 
128, 128, 128, 0, 31.462000 
128, 128, 128, 0, 30.123000 
128, 128, 128, 0, 30.042000 
128, 128, 128, 0, 30.221000 
128, 128, 128, 0, 29.754000 
256, 256, 256, 0, 210.039000 
256, 256, 256, 0, 234.372000 
256, 256, 256, 0, 218.345000 
256, 256, 256, 0, 210.867000 
256, 256, 256, 0, 217.853000 
512, 512, 512, 0, 1520.609000 
512, 512, 512, 0, 1489.487000 
512, 512, 512, 0, 1547.792000 
512, 512, 512, 0, 1494.238000 
512, 512, 512, 0, 1624.944000 
1024, 1024, 1024, 0, 10456.370000 
1024, 1024, 1024, 0, 10764.531000 
1024, 1024, 1024, 0, 10993.095000 
1024, 1024, 1024, 0, 10603.451000 
1024, 1024, 1024, 0, 10787.774000 
2048, 2048, 2048, 0, 74845.514000 
2048, 2048, 2048, 0, 76842.117000 
2048, 2048, 2048, 0, 74994.487000 
2048, 2048, 2048, 0, 76213.364000 
2048, 2048, 2048, 0, 74141.736000 
4096, 4096, 4096, 0, 529713.628000 
2, 2, 2, 0, 0.000000 
2, 2, 2, 0, 0.001000 
2, 2, 2, 0, 0.000000 
4, 4, 4, 0, 0.005000 
4, 4, 4, 0, 0.005000 
4, 4, 4, 0, 0.004000 
8, 8, 8, 0, 0.016000 
8, 8, 8, 0, 0.017000 
8, 8, 8, 0, 0.016000 
16, 16, 16, 0, 0.108000 
16, 16, 16, 0, 0.099000 
16, 16, 16, 0, 0.094000 
32, 32, 32, 0, 0.642000 
32, 32, 32, 0, 0.644000 
32, 32, 32, 0, 0.658000 
64, 64, 64, 0, 5.338000 
64, 64, 64, 0, 4.589000 
64, 64, 64, 0, 4.371000 
128, 128, 128, 0, 31.345000 
128, 128, 128, 0, 31.755000 
128, 128, 128, 0, 32.269000 
256, 256, 256, 0, 217.935000 
256, 256, 256, 0, 217.182000 
4096, 4096, 4096, 0, 527674.520000 
4096, 4096, 4096, 0, 521813.670000 
4096, 4096, 4096, 0, 510270.976000 
