2, 2, 2, 0, 0.001000 
2, 2, 2, 0, 0.001000 
2, 2, 2, 0, 0.000000 
2, 2, 2, 0, 0.001000 
2, 2, 2, 0, 0.001000 
4, 4, 4, 0, 0.001000 
4, 4, 4, 0, 0.001000 
4, 4, 4, 0, 0.000000 
4, 4, 4, 0, 0.001000 
4, 4, 4, 0, 0.001000 
8, 8, 8, 0, 0.002000 
8, 8, 8, 0, 0.003000 
8, 8, 8, 0, 0.003000 
8, 8, 8, 0, 0.003000 
8, 8, 8, 0, 0.002000 
16, 16, 16, 0, 0.018000 
16, 16, 16, 0, 0.019000 
16, 16, 16, 0, 0.019000 
16, 16, 16, 0, 0.019000 
16, 16, 16, 0, 0.019000 
32, 32, 32, 0, 0.139000 
32, 32, 32, 0, 0.129000 
32, 32, 32, 0, 0.129000 
32, 32, 32, 0, 0.141000 
32, 32, 32, 0, 0.129000 
64, 64, 64, 0, 1.050000 
64, 64, 64, 0, 1.171000 
64, 64, 64, 0, 1.140000 
64, 64, 64, 0, 1.124000 
64, 64, 64, 0, 1.152000 
128, 128, 128, 0, 9.177000 
128, 128, 128, 0, 8.863000 
128, 128, 128, 0, 8.962000 
128, 128, 128, 0, 8.878000 
128, 128, 128, 0, 8.903000 
256, 256, 256, 0, 83.525000 
256, 256, 256, 0, 90.878000 
256, 256, 256, 0, 81.744000 
256, 256, 256, 0, 83.789000 
256, 256, 256, 0, 84.798000 
512, 512, 512, 0, 754.005000 
512, 512, 512, 0, 781.338000 
512, 512, 512, 0, 876.056000 
512, 512, 512, 0, 741.146000 
512, 512, 512, 0, 798.978000 
1024, 1024, 1024, 0, 18870.293000 
1024, 1024, 1024, 0, 17684.796000 
1024, 1024, 1024, 0, 19766.945000 
1024, 1024, 1024, 0, 19895.481000 
1024, 1024, 1024, 0, 19278.914000 
2048, 2048, 2048, 0, 145585.523000 
2048, 2048, 2048, 0, 145639.971000 
2048, 2048, 2048, 0, 151015.103000 
2048, 2048, 2048, 0, 147412.225000 
2048, 2048, 2048, 0, 144257.793000 
4096, 4096, 4096, 0, 1082729.833000 
