128, 128, 128, 694.250000 
256, 256, 256, 2731.750000 
512, 512, 512, 17552.250000 
1024, 1024, 1024, 121890.000000 
2048, 2048, 2048, 860132.000000 
4096, 4096, 4096, 6980927.000000 
