64, 64, 64, 563.000000 
128, 128, 128, 1136.250000 
256, 256, 256, 5913.250000 
512, 512, 512, 40122.750000 
1024, 1024, 1024, 282107.250000 
2048, 2048, 2048, 2004679.500000 
4096, 4096, 4096, 15873625.000000 
